"","text","speaker","season","episode","scene","utterance"
"19723","No! No!","Ross Geller",3,25,5,20
"19724","Oh, come on!","Rachel Green",3,25,5,21
"19725","Big bullies!!","Chandler Bing",3,25,5,22
"19726","(Ross dives over the couch, Rachel goes the other way, and lands up top of him.)","Scene Directions",3,25,5,23
"19727","Ow! Ow! Oh, no-no-no!","Ross Geller",3,25,5,24
"19728","(They get into a wrestling match, that ends with Ross making Rachel paint her forehead with the nail polish. They both end up lying next to each other, stop, and look at each other for a moment.)","Scene Directions",3,25,5,25
"19729","Oh, hey!","Phoebe Buffay",3,25,5,26
"19730","Hey!","Chandler Bing",3,25,5,27
"19731","Hey!","Ross Geller",3,25,5,28
"19732","Oh, so, how are we doing?","Phoebe Buffay",3,25,5,29
"19733","Bored and bored!","Chandler Bing",3,25,5,30
"19734","Hey, you know what naked card game is never boring?","Joey Tribbiani",3,25,5,31
"19735","Noo!!","#ALL#",3,25,5,32
"19736","So what's Phoebe like?","Monica Geller",3,25,5,33
"19737","I'm kind, caring, and sweet. What's Monica like?","Phoebe Buffay",3,25,5,34
"19738","Ah no, the other Phoebe, the one you went to go see.","Monica Geller",3,25,5,35
"19739","Ohh, I think she knows where my Dad is.","Phoebe Buffay",3,25,5,36
"19740","What?","Joey Tribbiani",3,25,5,37
"19741","Really?!","Rachel Green",3,25,5,38
"19742","Oh well, where is he?!","Monica Geller",3,25,5,39
"19743","She was acting, she was pretending like she hasn't heard from him on years, but I found this picture on her fridge, and look ! Isn't this what he would look like now?","Phoebe Buffay",3,25,5,40
"19744","Totally familiar.","Monica Geller",3,25,5,41
"19745","Oh, yeah.","Rachel Green",3,25,5,42
"19746","Yeah!","The Guys",3,25,5,43
"19747","Well, why would she lie to you?","Monica Geller",3,25,5,44
"19748","I don't know, but we're having dinner tomorrow night, so I figured, she's gonna tell me then. Y'know maybe she just wanted to give him time to, buy me presents, I don't know! So, you're all bored?","Phoebe Buffay",3,25,5,45
"19749","Ohh!!","#ALL#",3,25,5,46
"19750","Yes!","Chandler Bing",3,25,5,47
"19751","All right, I'm gonna close my eyes and point to someone, and you, whoever I point has to come up with something fun for us to do, and we have to do it.","Phoebe Buffay",3,25,5,48
"19752","Okay, all right.","Joey Tribbiani",3,25,5,49
"19753","Okay.","Phoebe Buffay",3,25,5,50
"19754","Fan out! Fan out!","Joey Tribbiani",3,25,5,51
"19755","(They do so, and Phoebe gets in the middle, closes her eyes, and starts spinning in a circle.)","Scene Directions",3,25,5,52
"19756","Okay. Ooh, y'know we could just do this.","Phoebe Buffay",3,25,5,53
"19757","Okay, umm, we all have to play strip poker.","Chandler Bing",3,25,5,54
"19758","OH YES!!!!!","Joey Tribbiani",3,25,5,55
"19759","[cut to later]","Scene Directions",3,25,5,56
"19760","Strip Happy Days Game?","Monica Geller",3,25,5,57
"19761","Yeah, well, I couldn't find any cards, so it was either this or Strip Bag Of Old Knitting Stuff.","Joey Tribbiani",3,25,5,58
"19762","(Monica rolls, and Ross goes first.)","Scene Directions",3,25,5,59
"19763","Okay, Fonzy gives you two thumbs up, collect two cool points. Yeah.","Ross Geller",3,25,5,60
"19764","Monica, if you get five cool points, you get to make somebody take off one item of clothing. It hasn't happened yet, but we're all very excited.","Phoebe Buffay",3,25,5,61
"19765","Okay, come on! Daddy needs a new pair of electromagnetic microscopes for the Prehistoric Forensics Department! Okay. Take Pinky Tuscadero up to Inspiration Point, collect three cool points!! Yeah! Which gives me five, and let's see who is gonna lose their clothes. Ummmm, I think I pick our strip poker sponsor Mr. Joey Tribianni.","Ross Geller",3,25,5,62
"19766","Woo-hooooo!!!!","The Girls",3,25,5,63
"19767","All right, relax. It's just a shoe.","Joey Tribbiani",3,25,5,64
"19768","Wooooo!!!!","#ALL#",3,25,5,65
"19769","[cut to later in the game]","Scene Directions",3,25,5,66
"19770","Okay, your band is playing at Arnold's, collect three cool points. Which means, I have five, and that means I get Joey's boxers!","Rachel Green",3,25,5,67
"19771","Fine. Gang up on me! I got you all right where I want you.","Joey Tribbiani",3,25,5,68
"19772","Come on, take 'em off!!","Phoebe Buffay",3,25,5,69
"19773","Actually, y'know it's kinda cold, so how about I keep my boxers on, and give you all a peek at the good stuff?","Joey Tribbiani",3,25,5,70
"19774","All right, I'm gonna make more margaritas!","Rachel Green",3,25,5,71
"19775","Whoa, hey! What are doing? Trying to get me drunk?","Ross Geller",3,25,5,72
"19776","I'm just making margaritas.","Rachel Green",3,25,5,73
"19777","Okay.","Ross Geller",3,25,5,74
"19778","I think I'll help her out. What is going on here?","Monica Geller",3,25,5,75
"19779","What?!","Rachel Green",3,25,5,76
"19780","You painting his toenails?","Monica Geller",3,25,5,77
"19781","Oh, come on!","Rachel Green",3,25,5,78
"19782","Chasing him all around the room?","Monica Geller",3,25,5,79
"19783","Monica, please?","Rachel Green",3,25,5,80
"19784","He's totally flirting with you too.","Monica Geller",3,25,5,81
"19785","He is, isn't he? I don't know, I don't know, I mean maybe it's just being here at the beach together or, I don't know. But it's like something...","Rachel Green",3,25,5,82
"19786","Hey!","Bonnie",3,25,5,83
"19787","Hey! Hi Bonnie!","Ross Geller",3,25,5,84
"19788","Hi! My boss let me off early, so I took the train.","Bonnie",3,25,5,85
"19789","Oh.","Ross Geller",3,25,5,86
"19790","What are you guys doing?!","Bonnie",3,25,5,87
"19791","We're playing Strip Happy Days Game!","Joey Tribbiani",3,25,5,88
"19792","Cool! I'll catch up!","Bonnie",3,25,5,89
"19793","[Scene: The beach house, the next morning. Chandler and Monica are in the kitchen eating breakfast.]","Scene Directions",3,25,6,1
"19794","So, you still don't think I'm boyfriend material?","Chandler Bing",3,25,6,2
"19795","Huh?","Monica Geller",3,25,6,3
"19796","I saw you checking me out during the game last night.","Chandler Bing",3,25,6,4
"19797","You didn't even take off your pants.","Monica Geller",3,25,6,5
"19798","Yeah, well, lucky for you.","Chandler Bing",3,25,6,6
"19799","What?","Monica Geller",3,25,6,7
"19800","I don't know.","Chandler Bing",3,25,6,8
"19801","Well! Is everybody else having just the best time?!","Rachel Green",3,25,6,9
"19802","Shhh! Shhhh! Joey's asleep.","Phoebe Buffay",3,25,6,10
"19803","(Joey is sleeping on the floor and is buried in sand that has been carved into a mermaid complete with breasts.)","Scene Directions",3,25,6,11
"19804","After he passed out, we put the sand around him to keep him warm.","Phoebe Buffay",3,25,6,12
"19805","Well I assume the ah, happy couple isn't up yet. Did you guys hear them last night?","Rachel Green",3,25,6,13
"19806","Oh, yeah, I don't know what they were doing, but at one point sea turtles actually came up to the house.","Chandler Bing",3,25,6,14
"19807","(Ross and Bonnie enter)","Scene Directions",3,25,6,15
"19808","Good morning.","Ross Geller",3,25,6,16
"19809","Hey.","#ALL#",3,25,6,17
"19810","Hey! How did everybody sleep?","Bonnie",3,25,6,18
"19811","Oh, great.","Rachel Green",3,25,6,19
"19812","Like a log.","Monica Geller",3,25,6,20
"19813","Us too.",NA,3,25,6,21
"19814","I'm going for a walk.","Rachel Green",3,25,6,22
"19815","(Joey finally wakes up.)","Scene Directions",3,25,6,23
"19816","Good morning. Nice breasts by the way.","Ross Geller",3,25,6,24
"19817","(Joey looks down and his look turns from shock to satisfaction.)","Scene Directions",3,25,6,25
"19818","[Scene: The porch, Bonnie is coming back from swimming, Rachel is reading.]","Scene Directions",3,25,7,1
"19819","Hey, what happened to you?","Bonnie",3,25,7,2
"19820","Oh, ah nothin'. I just felt like hangin' out here and reading.","Rachel Green",3,25,7,3
"19821","Oh, the water was sooo great! We jumped off this pier and my suit came off.","Bonnie",3,25,7,4
"19822","Ohhhh, sorry I missed that.","Rachel Green",3,25,7,5
"19823","Yeah, Joey and Chandler sure are funny.","Bonnie",3,25,7,6
"19824","Ohh-ha-ha!","Rachel Green",3,25,7,7
"19825","I think I brought back half of the beach in my hair. It was so much easier when I used to shave my head.","Bonnie",3,25,7,8
"19826","Y'know, I gotta tell ya, I just loved your look when you were bald.","Rachel Green",3,25,7,9
"19827","Really?!","Bonnie",3,25,7,10
"19828","Ohh!","Rachel Green",3,25,7,11
"19829","Because I think about shaving it all off again sometime.","Bonnie",3,25,7,12
"19830","Really?!","Rachel Green",3,25,7,13
"19831","Yeah!","Bonnie",3,25,7,14
"19832","I mean you definitely should do that.","Rachel Green",3,25,7,15
"19833","Y'know what, I should do it.","Bonnie",3,25,7,16
"19834","Yeah!","Rachel Green",3,25,7,17
"19835","Yeah, thank you Rachel, you are soo cool.","Bonnie",3,25,7,18
"19836","Awww, stop. Come on. Now go shave that head!","Rachel Green",3,25,7,19
"19837","All right.","Bonnie",3,25,7,20
"19838","(As Bonnie goes to do just that, Rachel smiles to herself, proud of what she's done.)","Scene Directions",3,25,7,21
"19839","[Scene: The beach house, at night. Phoebe is hangs up the phone, and gently pushes one of the stools over.]","Scene Directions",3,25,8,1
"19840","What's the matter, Pheebs?","Joey Tribbiani",3,25,8,2
"19841","She cancelled! My namesake cancelled on me!","Phoebe Buffay",3,25,8,3
"19842","What?!","Joey Tribbiani",3,25,8,4
"19843","Yeah, she clamed she had to go out of town suddenly. She's avoiding me, she doesn't want to tell me where my Father is. She knows, and she won't tell me.","Phoebe Buffay",3,25,8,5
"19844","Aww Pheebs, that sucks!","Rachel Green",3,25,8,6
"19845","Yeah, well, don't ""Aww Pheebs, that sucks!"" me yet.","Phoebe Buffay",3,25,8,7
"19846","Where ya going?","Chandler Bing",3,25,8,8
"19847","Well, she's out of town so, there's gotta be something in her house that tells me where my Father is.","Phoebe Buffay",3,25,8,9
"19848","Uh, Pheebs, some people call that breaking and entering.","Ross Geller",3,25,8,10
"19849","Well, are any of those people here?!","Phoebe Buffay",3,25,8,11
"19850","Oh, no!! No, no!","#ALL#",3,25,8,12
"19851","Okay, look I-I-I do something nice, okay? I'll-I'll fill her ice trays.","Phoebe Buffay",3,25,8,13
"19852","(She exits just as Bonnie comes down the stairs, as bald as Michael Jordan.)","Scene Directions",3,25,8,14
"19853","Hey, everybody!","Bonnie",3,25,8,15
"19854","Wow!!","#ALL#",3,25,8,16
"19855","Wh-haa-haa! Look what 'cha did!","Ross Geller",3,25,8,17
"19856","You wanna touch it?","Bonnie",3,25,8,18
"19857","Nooo, but it, but it's great.","Ross Geller",3,25,8,19
"19858","Come on, touch it!","Bonnie",3,25,8,20
"19859","Okay. You can feel all the bones in your skull.","Ross Geller",3,25,8,21
"19860","[Scene: Outside the beach house, Ross is coming out to talk to Rachel.]","Scene Directions",3,25,9,1
"19861","Hi.","Ross Geller",3,25,9,2
"19862","Hi!","Rachel Green",3,25,9,3
"19863","I was having a little chat with ah, Bonnie, and ah, guess what, she-she happened to bring up y'know, who was behind the um, whole head shaving idea, and now, who was it? Oh, that's right, that's right, it was you!","Ross Geller",3,25,9,4
"19864","That was her idea, I just gave her a nudge.","Rachel Green",3,25,9,5
"19865","She said you gave her the razor!","Ross Geller",3,25,9,6
"19866","Hey guys.","Bonnie",3,25,9,7
"19867","Hey!","Rachel Green",3,25,9,8
"19868","So, anyone up for a midnight dip in the ocean?","Bonnie",3,25,9,9
"19869","Ahh, no, I'm good.","Ross Geller",3,25,9,10
"19870","Okay, I'll see you in a bit.","Bonnie",3,25,9,11
"19871","Okay, have fun! Wooo!!","Ross Geller",3,25,9,12
"19872","Come on see, she doesn't look that bad.","Rachel Green",3,25,9,13
"19873","You can see the moonlight bouncing off her head! What the hell were you thinking?!!","Ross Geller",3,25,9,14
"19874","I don't know.","Rachel Green",3,25,9,15
"19875","You don't know?! Rach, you balded my girlfriend!","Ross Geller",3,25,9,16
"19876","All right! Ross, do you think it's easy for me to see you with somebody else?","Rachel Green",3,25,9,17
"19877","Y'know, hey! You're the one who ended it, remember?","Ross Geller",3,25,9,18
"19878","Yeah, because I was mad at you, not because I stopped loving you!","Rachel Green",3,25,9,19
"19879","You still love me?","Ross Geller",3,25,9,20
"19880","Noo.","Rachel Green",3,25,9,21
"19881","You still love me.","Ross Geller",3,25,9,22
"19882","Oh, y-yeah, so, you-you love me!","Rachel Green",3,25,9,23
"19883","Noo, nnnnn. What does this mean? What do you, I mean do you wanna, get back together?","Ross Geller",3,25,9,24
"19884","Noo! Maybe! I, I don't know. Ross, I still can't forgive you for what you did, I can't, I just, but sometimes when I'm with you I just, I feel so...","Rachel Green",3,25,9,25
"19885","What?!","Ross Geller",3,25,9,26
"19886","I just, I feel, I-I just...","Rachel Green",3,25,9,27
"19887","What?","Ross Geller",3,25,9,28
"19888","I feel...","Rachel Green",3,25,9,29
"19889","(Ross leans in and kisses her. They both look at each other for a moment, and then embrace in a more passionate kiss, only to be interrupted by Joey and Chandler coming outside.)","Scene Directions",3,25,9,30
"19890","Noo!! I don't care! I'm not, I'm not gonna playing one-on-one strip poker with you for practice!","Chandler Bing",3,25,9,31
"19891","(Rachel and Ross both stop kissing, and quickly step back from each other.)","Scene Directions",3,25,9,32
"19892","But I made cards!!","Joey Tribbiani",3,25,9,33
"19893","Well! Good night. I'm going upstairs.","Rachel Green",3,25,9,34
"19894","G'night.",NA,3,25,9,35
"19895","(Rachel walks inside, stops, and turns back to look at Ross for a moment then goes upstairs.)","Scene Directions",3,25,9,36
"19896","Wanna play strip poker for practice?","Joey Tribbiani",3,25,9,37
"19897","[Scene: Phoebe Sr.'s house, Phoebe is breaking in through a window.]","Scene Directions",3,25,10,1
"19898","(She throws her bag inside, and starts to climb through the window. She gets halfway in and the window slams shut on her butt.)","Scene Directions",3,25,10,2
"19899","Ow! My ass. Okay. Okay. Oh, shhh!","Phoebe Buffay",3,25,10,3
"19900","(She starts walking across the darkened room and hits her head on a wind chime hanging from the ceiling, to stop it from making a noise she grabs it and ""Shhh's"" it. She goes into the kitchen and finds Phoebe Sr.'s appointment book, to read it she opens the freezer. Just as she starts to read, Phoebe Sr. jumps out from her bedroom with a coat hanger, startling Phoebe.)","Scene Directions",3,25,10,4
"19901","No! No!! It's me! It's me! I-I didn't want to make any noise!","Phoebe Buffay",3,25,10,5
"19902","Then don't break in!!","Phoebe Abbott",3,25,10,6
"19903","I'm sorry.","Phoebe Buffay",3,25,10,7
"19904","What are you doing here?!","Phoebe Abbott",3,25,10,8
"19905","I-I, came to fill your ice cube trays.","Phoebe Buffay",3,25,10,9
"19906","What?!","Phoebe Abbott",3,25,10,10
"19907","Umm, okay, okay, look. I took this picture from your fridge. Okay, because I know that this is my Father. Yeah, this is Frank Buffay and you are standing right there next to him. Now, look I deserve to know where I came from. All right? So if you can help me find my Father then you should! Otherwise, you're just mean! So, just tell me the truth!","Phoebe Buffay",3,25,10,11
"19908","All right, the man in the picture is Chuck Magioni.","Phoebe Abbott",3,25,10,12
"19909","My Father is Chuck Magioni?","Phoebe Buffay",3,25,10,13
"19910","No, no, that's just Chuck Magioni, I-I sold him a house last year! And I'm very sorry, but I don't know where your Father is, and that's the truth.","Phoebe Abbott",3,25,10,14
"19911","Oh.","Phoebe Buffay",3,25,10,15
"19912","But umm, you're right. I think that a person should know where they come from. Wh-which is why I ah, ahh, okay. I'm your mother.","Phoebe Abbott",3,25,10,16
"19913","Heh?","Phoebe Buffay",3,25,10,17
"19914","Y'know I wanted to tell you yesterday, but I just, I kinda felt all floopy, and...","Phoebe Abbott",3,25,10,18
"19915","(At that Phoebe's eyes open in shock.)","Scene Directions",3,25,10,19
"19916","[Scene: Outside the beach house, Ross is telling Joey and Chandler what happened with Rachel.]","Scene Directions",3,25,11,1
"19917","I'm telling ya, you guys are totally getting back together!","Joey Tribbiani",3,25,11,2
"19918","That's not true! Her, she doesn't even know what she wants! Rachel's still mad about the whole thing.","Ross Geller",3,25,11,3
"19919","Okay, then you gotta back away, all right? You don't need that kind've hurt. Take it from a guy who's never had a long term relationship......","Chandler Bing",3,25,11,4
"19920","I know, but ahhhhhh!! I really wanna go up there and finish that kiss!","Ross Geller",3,25,11,5
"19921","Hey!","Bonnie",3,25,11,6
"19922","Ahhhh!","Chandler Bing",3,25,11,7
"19923","You guys, the water's great. You should really go in.","Bonnie",3,25,11,8
"19924","Oh, ahh, no thanks, I just had an M&M.","Chandler Bing",3,25,11,9
"19925","Okay, well g'night.","Bonnie",3,25,11,10
"19926","Good night.","Ross Geller",3,25,11,11
"19927","Don't be too long.","Bonnie",3,25,11,12
"19928","Okey-dokey!","Ross Geller",3,25,11,13
"19929","There is not one hair on that head.","Chandler Bing",3,25,11,14
"19930","Hey, it'll grow back, right? And she-she's really fun, and she's cool, and-and I'm finally moving on. Y'know? I mean getting over Rachel was so , y'know? Y'know, and I'm finally feeling sane again. And now if I go up there, and-and I kiss her, and, Gooood I wanna kiss her, and-and-and it doesn't work out, right? Do I really wanna put myself through that again?","Ross Geller",3,25,11,15
"19931","So let me get this straight. If you go with Bonnie tonight, you're doing the smart, healthy thing and moving on.","Joey Tribbiani",3,25,11,16
"19932","Yeah.","Ross Geller",3,25,11,17
"19933","Right, and you go with Rachel, Bonnie's free tonight?","Joey Tribbiani",3,25,11,18
"19934","[Scene: The hallway between the bedrooms. Ross is coming upstairs and stops between two doors. He looks at the one on the right, then he looks at the one on his left, thinks about it, and goes in the one on his right.]","Scene Directions",3,25,12,1
"19935","Hi.","Ross Geller",3,25,12,2
"19936","[Scene: The beach house, Chandler is simulating he's coming to pick up Monica for a date. Chandler knocks on the door, and Monica answers it.]","Scene Directions",3,25,13,1
"19937","Hi there.","Chandler Bing",3,25,13,2
"19938","That's that weird voice again.","Monica Geller",3,25,13,3
"19939","Okay! Okay! Let me try it again, you're gonna wanna date this next guy, I swear!","Chandler Bing",3,25,13,4
"19940","(Monica closes the door, Chandler knocks, and Monica opens it to reveal Chandler on his knees.)","Scene Directions",3,25,13,5
"19941","Hi! I'm Dorf! You're date for the evening. Oh come on! Dorf on dating, that's good stuff!!","Chandler Bing",3,25,13,6
"19942","[Scene: The beach house, it's the same scene from the end of last year, with Ross in front of the two doors of Rachel's and Bonnie's rooms, trying to decide which door to choose. He finally chooses the one his right and goes in.]","Scene Directions",4,1,1,1
"19943","Hi!","Ross Geller",4,1,1,2
"19944","Hi!",NA,4,1,1,3
"19945","Rachel was just helping me out. My head got all sunburned.","Bonnie",4,1,1,4
"19946","Awww.","Ross Geller",4,1,1,5
"19947","Thanks a million.","Bonnie",4,1,1,6
"19948","Oh, you're welcome a million.","Rachel Green",4,1,1,7
"19949","Okay, I'll see you in our room.","Bonnie",4,1,1,8
"19950","Yeah.","Ross Geller",4,1,1,9
"19951","Oh my God.","Rachel Green",4,1,1,10
"19952","I know.","Ross Geller",4,1,1,11
"19953","(They both kiss again and fall onto the bed.)","Scene Directions",4,1,1,12
"19954","Okay, I gotta go.","Ross Geller",4,1,1,13
"19955","Whoa! What?! Why?!","Rachel Green",4,1,1,14
"19956","Well, I-I gotta go break up with Bonnie.","Ross Geller",4,1,1,15
"19957","Here?! Now?!","Rachel Green",4,1,1,16
"19958","Well, yeah. I can't-I can't stay here all night, and if I go in there she's-she's gonna wanna... do stuff.","Ross Geller",4,1,1,17
"19959","Well, can't you tell her that you are not in the mood?","Rachel Green",4,1,1,18
"19960","No, she likes that. Yeah. Faking sleep doesn't work either, I can't tell you how many mornings I woke up with her...","Ross Geller",4,1,1,19
"19961","Whoa-ho.","Rachel Green",4,1,1,20
"19962","Whoa-oh, okay! Yeah, why am I telling you that?","Ross Geller",4,1,1,21
"19963","I don't know.","Rachel Green",4,1,1,22
"19964","(they kiss again)","Scene Directions",4,1,1,23
"19965","Yeah, yeah. It wasn't every morning.","Ross Geller",4,1,1,24
"19966","Oh, making it worse!","Rachel Green",4,1,1,25
"19967","Okay.","Ross Geller",4,1,1,26
"19968","[Scene: Phoebe Sr.'s house, it's right after she told Phoebe that she's her birth mother.]","Scene Directions",4,1,2,1
"19969","So I guess you'd like to know how it all happened.","Phoebe Abbott",4,1,2,2
"19970","I-I mean I, well I think I can figure it out. I guess y'know I was born, and everyone started lying their asses off!","Phoebe Buffay",4,1,2,3
"19971","Noo! No! It wasn't like that I... Remember how I told you how Lily, Frank, and I we were, we were close. Well, we were, we were very close.","Phoebe Abbott",4,1,2,4
"19972","How close?","Phoebe Buffay",4,1,2,5
"19973","Well, the-the three of us we were, kind of umm, a couple.","Phoebe Abbott",4,1,2,6
"19974","I don't even know how that would work!","Phoebe Buffay",4,1,2,7
"19975","Well, we were...","Phoebe Abbott",4,1,2,8
"19976","I'm not asking!","Phoebe Buffay",4,1,2,9
"19977","Well, any how, some how I got pregnant, and, and I was scared. I was stupid and sellfish, and I was 18 years old. I mean, you remember what it's like to be eighteen years old?","Phoebe Abbott",4,1,2,10
"19978","Yeah. Let's see, my had Mom killed herself, and my Dad had run off, and I was living in a Gremlin with a guy named Cindy who talked to his hand.","Phoebe Buffay",4,1,2,11
"19979","Well, I'm so sorry. I thought I was leaving you with the best parents in the world, I didn't even hear about your Mom and Dad til a couple of years ago, and by then you were already grown up. I don't know, you're here, and I would, I would really, I would like to get to know you.","Phoebe Abbott",4,1,2,12
"19980","Yeah, well, everybody does! I'm a really cool person. And y'know you had 29 years to find that out, but you didn't even try! Y'know what, you walked out on me, and I'm just, I'm gonna do the same thing to you.","Phoebe Buffay",4,1,2,13
"19981","Wait!","Phoebe Abbott",4,1,2,14
"19982","I don't ever want to see you again!","Phoebe Buffay",4,1,2,15
"19983","(She walks out and slams the door.)","Scene Directions",4,1,2,16
"19984","Umm, where's my purse?","Phoebe Buffay",4,1,2,17
"19985","[Scene: The beach house, Joey and Chandler are sitting at the dinner table, Monica is looking in the fridge.]","Scene Directions",4,1,3,1
"19986","Shoot! We're out of soda.","Monica Geller",4,1,3,2
"19987","Oh, I'll go out and get you some.","Chandler Bing",4,1,3,3
"19988","Really?!","Monica Geller",4,1,3,4
"19989","Nope! Because I'm not your boyfriend. Hey Pheebs, how did it go?","Chandler Bing",4,1,3,5
"19990","Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.","Phoebe Buffay",4,1,3,6
"19991","(The gang is shocked.)","Scene Directions",4,1,3,7
"19992","I found a dried up seashores.","Chandler Bing",4,1,3,8
"19993","Sweety, what are you talking about?","Monica Geller",4,1,3,9
"19994","Oh, my new Mom, who-who's a big, fat abandoner!","Phoebe Buffay",4,1,3,10
"19995","Whoa, wait, Pheebs, wait a second! Don't you wanna stay here and talk about it?","Joey Tribbiani",4,1,3,11
"19996","No. I'm just, I wanna, I need to be alone.","Phoebe Buffay",4,1,3,12
"19997","(She starts to go upstairs.)","Scene Directions",4,1,3,13
"19998","Monica!","Phoebe Buffay",4,1,3,14
"19999","Oh.","Monica Geller",4,1,3,15
"20000","[Scene: The beach house, Rachel's bedroom. She is finishing up writing something as Ross walks through the door.]","Scene Directions",4,1,4,1
"20001","It's over.","Ross Geller",4,1,4,2
"20002","Oh, was it awful?","Rachel Green",4,1,4,3
"20003","Well, it was loong. I didn't even realise how late it was, until I noticed the 5 o'clock shadow on her head. Anyway, she didn't want to stay. I called a cab; she just left.","Ross Geller",4,1,4,4
"20004","(They kiss.)","Scene Directions",4,1,4,5
"20005","I wrote you a letter.","Rachel Green",4,1,4,6
"20006","Ohh! Thank you! I like mail.","Ross Geller",4,1,4,7
"20007","It's just some things I've been thinking about. Some things about us, and before we can even think about the two of us getting back together, I just need to know how you feel about this stuff.","Rachel Green",4,1,4,8
"20008","Okay. Wow, it's-it's 5:30 in the morning. So, I'd better get cracking on this baby.","Ross Geller",4,1,4,9
"20009","Well, I'll be waiting for you, just come up when you're done.","Rachel Green",4,1,4,10
"20010","Okay, I'll be up in, 18 pages. Front and back. Very exciting.","Ross Geller",4,1,4,11
"20011","[Scene: The beach house, the next morning. Ross is passed out on the kitchen counter. He wakes up with a start and has one of the pages of the letter stuck to his face.]","Scene Directions",4,1,5,1
"20012","Oh. Oh-oh.","Ross Geller",4,1,5,2
"20013","Hey! What happened to you? Why didn't you come up?","Rachel Green",4,1,5,3
"20014","Done!","Ross Geller",4,1,5,4
"20015","You just finished?","Rachel Green",4,1,5,5
"20016","Well, I wanted to be thorough. I mean this-this is clearly very, very important to you, to us! And so I wanted to read every word carefully, twice!","Ross Geller",4,1,5,6
"20017","So umm, does it?","Rachel Green",4,1,5,7
"20018","I'm sorry.","Ross Geller",4,1,5,8
"20019","Does it?","Rachel Green",4,1,5,9
"20020","Does it? Does it? Yeah, I wanted to give that whole 'Does it?' part just another glance.","Ross Geller",4,1,5,10
"20021","What are you talking about, Ross, you just said that you read it twice! Look, y'know what, either it does or it doesn't, and if you have to even think about it...","Rachel Green",4,1,5,11
"20022","No, Rach, no. I don't, I don't, I don't have to think about it, in fact, I've decided, I've decided that, that it.......does.","Ross Geller",4,1,5,12
"20023","(Rachel stands there for a moment, starting to cry. Then gasps and runs over and hugs him. While hugging her, Ross tries to find the 'Does it?' part in the letter.)","Scene Directions",4,1,5,13
"20024","Are you sure?","Rachel Green",4,1,5,14
"20025","Oh, sure! I'm sure.","Ross Geller",4,1,5,15
"20026","I know.","Rachel Green",4,1,5,16
"20027","[Scene: The beach. Chandler and Monica are out getting some sun.]","Scene Directions",4,1,6,1
"20028","All right, there's a nuclear holocaust, I'm the last man on Earth. Would you go out with me?","Chandler Bing",4,1,6,2
"20029","Ennnh.","Monica Geller",4,1,6,3
"20030","I've got canned goods.","Chandler Bing",4,1,6,4
"20031","Hey, you guys! Take a look at this! Check this baby out, dug me a hole!","Joey Tribbiani",4,1,6,5
"20032","Excellent hole, Joe.","Chandler Bing",4,1,6,6
"20033","(A wave crashes on the beach and partially fills up his hole.)","Scene Directions",4,1,6,7
"20034","Oh no! No!! My hole!!","Joey Tribbiani",4,1,6,8
"20035","Ow!! Ow!!!","Monica Geller",4,1,6,9
"20036","What?! What?!! What is it?!","Joey Tribbiani",4,1,6,10
"20037","Jellyfish sting! Oh, it hurts! It hurts!! It hurts!!","Monica Geller",4,1,6,11
"20038","Well, can we help?! You want us to take you back to the house?!","Chandler Bing",4,1,6,12
"20039","It's like two miles!","Monica Geller",4,1,6,13
"20040","Yeah, and I'm a little tired from digging the hole.","Joey Tribbiani",4,1,6,14
"20041","Oh damn the jellyfish. Damn all the jellyfish!","Monica Geller",4,1,6,15
"20042","We've got to do something!","Chandler Bing",4,1,6,16
"20043","Well, there's really only one thing you can do.","Joey Tribbiani",4,1,6,17
"20044","What?! What is it?!","Monica Geller",4,1,6,18
"20045","You're gonna have to pee on it.","Joey Tribbiani",4,1,6,19
"20046","What?!! Gross!!","Monica Geller",4,1,6,20
"20047","Don't blame me, I saw it on The Discovery Channel.","Joey Tribbiani",4,1,6,21
"20048","Y'know what, he's right. There's something like uh, ammonia in that, that like kills the pain.","Chandler Bing",4,1,6,22
"20049","Well forget it! It doesn't hurt that baaad!!!!","Monica Geller",4,1,6,23
"20050","If you want some privacy you can use my hole.","Joey Tribbiani",4,1,6,24
"20051","[Scene: The beach house, Phoebe is coming down the stairs all packed and ready to go.]","Scene Directions",4,1,7,1
"20052","Well, I'm ready to get the hell out of here! Oh. Are you? Are you?!! Ohh! That's so great!! Ooh, not for Bonnie. But for you, yay! Ohh.","Phoebe Buffay",4,1,7,2
"20053","(The rest of the gang arrives with their heads down in shame.)","Scene Directions",4,1,7,3
"20054","Hey!","Ross Geller",4,1,7,4
"20055","How was the beach?","Rachel Green",4,1,7,5
"20056","Nothing, I don't know.","Monica Geller",4,1,7,6
"20057","What happened?","Ross Geller",4,1,7,7
"20058","Nothing. I'm gonna take a shower.","Monica Geller",4,1,7,8
"20059","Me too!!","Chandler Bing",4,1,7,9
"20060","Me too.","Joey Tribbiani",4,1,7,10
"20061","Okay, I'm gonna put this in the car.","Phoebe Buffay",4,1,7,11
"20062","Ooh, I have to go pack. It really does?","Rachel Green",4,1,7,12
"20063","It does. It really and truly does.","Ross Geller",4,1,7,13
"20064","(Rachel kisses him, and goes upstairs. After she's gone, Ross frantically tries to find and read the 'Does it?' part.)","Scene Directions",4,1,7,14
