"","text","speaker","season","episode","scene","utterance"
"54369","Do you feel better?","Ross Geller",8,21,14,27
"54370","No, not really. You're pressing the baby into my bladder and now I have to pee. Sorry.","Rachel Green",8,21,14,28
"54371","Uh Rach?","Ross Geller",8,21,14,29
"54372","Yeah.","Rachel Green",8,21,14,30
"54373","Just one thing umm...","Ross Geller",8,21,14,31
"54374","Uh-huh.","Rachel Green",8,21,14,32
"54375","We live together. You're having our baby. I'm not gonna see anybody else. Are you-are you sure you don't want something more?","Ross Geller",8,21,14,33
"54376","Wow! I don't know, maybe. I'm...","Rachel Green",8,21,14,34
"54377","Oh-oh, Rach! I was just messin' around! Like you did last night when I had to pee?","Ross Geller",8,21,14,35
"54378","I knew that! I knew that! I was just messin' with you too!","Rachel Green",8,21,14,36
"54379","Okay. Okay. Because for a minute you said you...","Ross Geller",8,21,14,37
"54380","Oh no-no-no-no, no!","Rachel Green",8,21,14,38
"54381","...that you actually...","Ross Geller",8,21,14,39
"54382","No that's just--That's just 'cause I'm such a good messer!","Rachel Green",8,21,14,40
"54383","(They both laugh. Ross sits down, but Rachel doesn't move and is lost in thought.)","Scene Directions",8,21,14,41
"54384","Rach?","Ross Geller",8,21,14,42
"54385","Yeah?","Rachel Green",8,21,14,43
"54386","The bathroom?","Ross Geller",8,21,14,44
"54387","Right!","Rachel Green",8,21,14,45
"54388","[Scene: The New School, Joey and Monica are walking down a hallway.]","Scene Directions",8,21,15,1
"54389","Well I had a great time! Learned how to bake, ate great food, that's the first A I've gotten since seventh grade, and I didn't have to sleep with the teacher this time.","Joey Tribbiani",8,21,15,2
"54390","Oh, look! Acting for Beginners! Want to feel good about yourself?","Monica Geller",8,21,15,3
"54391","What the hell!","Joey Tribbiani",8,21,15,4
"54392","Okay.","Monica Geller",8,21,15,5
"54393","(They enter.)","Scene Directions",8,21,15,6
"54394","All right, let's start with some basics. Can anybody tell me what the difference between upstage and downstage is?","The Acting Teacher",8,21,15,7
"54395","(No one can and Monica looks at Joey expectantly.)","Scene Directions",8,21,15,8
"54396","Yeah, this was a stupid idea.","Joey Tribbiani",8,21,15,9
"54397","End","Scene Directions",8,21,15,10
"54398","[Scene: Central Perk, Joey is showing everyone a poster as Ross enters.]","Scene Directions",8,22,1,1
"54399","Hey! What are you guys looking at?","Ross Geller",8,22,1,2
"54400","Oh, it's a poster for that World War I movie that I'm in, check it out.","Joey Tribbiani",8,22,1,3
"54401","Yeah? Wow! It looks really violent!","Ross Geller",8,22,1,4
"54402","Uh-huh! I know. I'm coming soon to a theater near you! I'm in THX! I'm unsuitable for children!","Joey Tribbiani",8,22,1,5
"54403","Now I cannot wait to see this.","Ross Geller",8,22,1,6
"54404","Yeah, yeah, it's already generating Oscar buzz.","Joey Tribbiani",8,22,1,7
"54405","I started that!","Phoebe Buffay",8,22,1,8
"54406","I thought I did! Oh hey guess what? The premiere is next week and you're all invited!","Joey Tribbiani",8,22,1,9
"54407","Are we gonna take a limo?","Monica Geller",8,22,1,10
"54408","Sure! Why not?!","Joey Tribbiani",8,22,1,11
"54409","Oh I love taking limos when nobody died!","Monica Geller",8,22,1,12
"54410","Well obviously I won't be able to come, for those of you who haven't checked their calendars today is my due date. Well y'know, I just want to take a moment and thank you guys for how great you've been during this time. I really couldn't have done it without you. And I have loved these last nine months! And even though I am so looking forward to the next part, I am really gonna miss being pregnant.","Rachel Green",8,22,1,13
"54411","[Scene: Central Perk, time lapse, and Rachel is entering still pregnant.]","Scene Directions",8,22,2,1
"54412","That's right, still no baby! Come on people! Please make some room!","Rachel Green",8,22,2,2
"54413","Uh sweetie, maybe you'd be more comfortable here?","Ross Geller",8,22,2,3
"54414","You. Like you haven't done enough.","Rachel Green",8,22,2,4
"54415","Look, I-I know how miserable you are, I wish there was something I can do. I mean I wish I were a seahorse. Because with seahorses it's the male, they carry the babies. And then also umm, I'd be far away in the sea.","Ross Geller",8,22,2,5
"54416","(Rachel turns and looks at the group on the couch and they move over. Chandler measures the room they've made with his arm and decides it's not enough and they all move over again.)","Scene Directions",8,22,2,6
"54417","God. I have never been so uncomfortable in my entire life!","Rachel Green",8,22,2,7
"54418","Oh I know, I've been there. I remember toward the end...","Phoebe Buffay",8,22,2,8
"54419","Oh Phoebe, that's a great story. Can you tell it to me when you're getting me some iced tea? Oh God, get out! Get out!! Get out!! Get out!!","Rachel Green",8,22,2,9
"54420","Let's.","Chandler Bing",8,22,2,10
"54421","[Scene: Monica and Chandler's, Phoebe, Chandler, Joey, and Monica are there as Rachel enters.]","Scene Directions",8,22,3,1
"54422","Hey! Did you have the baby yet?","Chandler Bing",8,22,3,2
"54423","Do you want me to come over there and sit on you? 'Cause I'll do it.","Rachel Green",8,22,3,3
"54424","What are you doing here so early?","Monica Geller",8,22,3,4
"54425","They sent me home from work. They were like, ""Start your maternity leave now! Just rest, get ready for the baby."" Well y'know what? Screw 'em! If they don't want me there, I'll just hang out with you guys.","Rachel Green",8,22,3,5
"54426","Or you can do volunteer work.","Phoebe Buffay",8,22,3,6
"54427","(Joey's cell phone rings and he answers it.)","Scene Directions",8,22,3,7
"54428","Hello?","Joey Tribbiani",8,22,3,8
"54429","Joey! It's Estelle! Great news, I was able to get you and one guest tickets to your premiere.","Estelle Leonard",8,22,3,9
"54430","One guest? You told me I can have six tickets!","Joey Tribbiani",8,22,3,10
"54431","Well, I sold four of them on Ebay. You'll be sitting next to HotGuy372.","Estelle Leonard",8,22,3,11
"54432","Oh my God. So that's it?! I only get to bring one guest?","Joey Tribbiani",8,22,3,12
"54433","Yeah, what time do you wanna pick me up? Hello?","Estelle Leonard",8,22,3,13
"54434","Did you hear that? I only get one extra ticket to my premiere. So some how I have to pick between you three and Ross.","Joey Tribbiani",8,22,3,14
"54435","What-what about me?","Rachel Green",8,22,3,15
"54436","You said you didn't want to go.","Joey Tribbiani",8,22,3,16
"54437","I don't. But I would still like to be acknowledged. What? Just because I'm pregnant you think I'm invisible.","Rachel Green",8,22,3,17
"54438","Definitely not invisible.","Joey Tribbiani",8,22,3,18
"54439","Well, well Ross didn't care enough to be here, so I think he's out. You snooze you lose.","Monica Geller",8,22,3,19
"54440","He's not snoozing, he's teaching a class.","Chandler Bing",8,22,3,20
"54441","Well then somebody's snoozing. Joey, not that this uh should affect you at all, but if you were to pick me, I was planning on wearing a sequined dress, cut down to here.","Monica Geller",8,22,3,21
"54442","I haven't seen this dress.","Chandler Bing",8,22,3,22
"54443","Star in a movie.","Monica Geller",8,22,3,23
"54444","Joey, you pick who ever you want. Okay? You just listen to your heart. What does it tell you? Phoebe, Phoebe.","Phoebe Buffay",8,22,3,24
"54445","Well uh...I think I want to take Chandler.","Joey Tribbiani",8,22,3,25
"54446","Phoebe-Phoebe-Phoebe-Phoebe-Burrrrr!","Phoebe Buffay",8,22,3,26
"54447","You really want to take me?","Chandler Bing",8,22,3,27
"54448","Yeah! Yeah! I mean I'm sorry, I wish I can take everybody, but y'know Chandler always supported my career. He's paid for acting classes and head shots and stuff and well this will be my way of paying you back.","Joey Tribbiani",8,22,3,28
"54449","So you're never actually going to pay me back?","Chandler Bing",8,22,3,29
"54450","Wait a minute, just because he paid for your head shots you're gonna take him? Joey, I don't think you're comprehending just how slutty this dress is!","Monica Geller",8,22,3,30
"54451","It's not just the stuff he paid for, I mean it's-it's everything. Y'know? He read lines with me. He-he went with me on auditions when I was really nervous, and then he consoled me after I didn't get parts that I really wanted. You always believed in me man. Even, even when I didn't believe in myself.","Joey Tribbiani",8,22,3,31
"54452","I always knew you were gonna make it. I'm so proud of you.","Chandler Bing",8,22,3,32
"54453","Thanks. That means a lot to me.","Joey Tribbiani",8,22,3,33
"54454","(They look at each other and smile for a while.)","Scene Directions",8,22,3,34
"54455","Mon, maybe one of these guys wants to wear your dress.","Phoebe Buffay",8,22,3,35
"54456","I'm gonna go shave.","Joey Tribbiani",8,22,3,36
"54457","Yeah well, I'm gonna go spit.","Chandler Bing",8,22,3,37
"54458","Oh, I have to pee. If I don't come out in five minutes it's because I've choked to death on the potpourri stink.","Rachel Green",8,22,3,38
"54459","When she comes out, you hold her nose, I'll blow in her mouth, and the kid will just right out of her.","Phoebe Buffay",8,22,3,39
"54460","She's over a week late! She gotta have it today, right?","Monica Geller",8,22,3,40
"54461","I don't know. I-I think it's still gonna be a while.","Phoebe Buffay",8,22,3,41
"54462","Hmm, care to make it interesting? I'll bet you that she'll have it by this time tomorrow.","Monica Geller",8,22,3,42
"54463","You're on!","Phoebe Buffay",8,22,3,43
"54464","Okay, how much?","Monica Geller",8,22,3,44
"54465","One hundred thousand dollars!","Phoebe Buffay",8,22,3,45
"54466","How about fifty bucks?","Monica Geller",8,22,3,46
"54467","Fine! I'll call Zurich and move some money around.","Phoebe Buffay",8,22,3,47
"54468","All right, who's turn is it to help me get up!","Rachel Green",8,22,3,48
"54469","(They both look at each other, then Phoebe gets an idea.)","Scene Directions",8,22,3,49
"54470","No one's here! Oh damnit!","Phoebe Buffay",8,22,3,50
"54471","[Scene: The World Premiere of Over There, Joey and Chandler are arriving in a limo and are about to walk down the red carpet.]","Scene Directions",8,22,4,1
"54472","This is so exciting! It's so glamorous! People taking our picture. How do I look?","Chandler Bing",8,22,4,2
"54473","A little tall.","Joey Tribbiani",8,22,4,3
"54474","What?","Chandler Bing",8,22,4,4
"54475","Do you mind crouching down a little bit, so that I look taller? There you go.","Joey Tribbiani",8,22,4,5
"54476","It's just so glamorous.","Chandler Bing",8,22,4,6
"54477","[Scene: Monica and Chandler's, Rachel is entering, still pregnant.]","Scene Directions",8,22,5,1
"54478","Oh hey Mon? Rach is here! Ohh, you're still pregnant. Oh, I'm sorry. I know how uncomfortable you are. Y'know what? You look great. Yeah, like fifty bucks.","Phoebe Buffay",8,22,5,2
"54479","Oh, I have to go pee. Apparently this baby thinks that my bladder is a squeeze toy.","Rachel Green",8,22,5,3
"54480","Damnit! Damnit!! Here's your fifty bucks!","Monica Geller",8,22,5,4
"54481","It's interesting that you lost. Now, I forget, do you like to lose?","Phoebe Buffay",8,22,5,5
"54482","Now stop it! Double or nothing that she has it by tomorrow!","Monica Geller",8,22,5,6
"54483","Fine! You're on!","Phoebe Buffay",8,22,5,7
"54484","Okay.","Monica Geller",8,22,5,8
"54485","Until then, General Grant, why don't you set up camp right there.","Phoebe Buffay",8,22,5,9
"54486","Hey is Rachel here? We have a doctor's appointment.","Ross Geller",8,22,5,10
"54487","She's in the bathroom.","Monica Geller",8,22,5,11
"54488","Rach, we gotta go.","Ross Geller",8,22,5,12
"54489","In a minute!!!","Rachel Green",8,22,5,13
"54490","People ask me why we're not together, I just don't know what to tell them.","Ross Geller",8,22,5,14
"54491","All right, all right. Let's go!","Rachel Green",8,22,5,15
"54492","Uh, do you wanna go change first? The doctor's keeping the office open late for us, but if you hurry...","Ross Geller",8,22,5,16
"54493","No, I'm fine.","Rachel Green",8,22,5,17
"54494","Really? You don't think that's a little inappropriate.","Ross Geller",8,22,5,18
"54495","Good God man don't anger it.","Phoebe Buffay",8,22,5,19
"54496","Ross, it is 100 degrees outside. For the first time in weeks, I am somewhat comfortable.","Rachel Green",8,22,5,20
"54497","Fine! Fine! Y'know what? Whatever you want. Okay? You're the mommy.","Ross Geller",8,22,5,21
"54498","Oh uh-uh pal! Don't call me mommy! It's bad enough you call your own mother that.","Rachel Green",8,22,5,22
"54499","I'm actually with her on this one.","Monica Geller",8,22,5,23
"54500","[Scene: Inside Joey's Premiere, he is intently watching the movie.]","Scene Directions",8,22,6,1
"54501","""I thought I knew who the enemy was, but it was you all along.""","Joey Tribbiani",8,22,6,2
"54502","Okay, this is it. It's my big fight scene coming up.","Joey Tribbiani",8,22,6,3
"54503","[Scene: Dr. Long's Office, Ross and Rachel are waiting for the doctor. Ross is drumming his fingers on the bed.]","Scene Directions",8,22,7,1
"54504","Ross.","Rachel Green",8,22,7,2
"54505","Yeah?","Ross Geller",8,22,7,3
"54506","Can I ask you something?","Rachel Green",8,22,7,4
"54507","Uh-huh.","Ross Geller",8,22,7,5
"54508","When Carol was pregnant with Ben...","Rachel Green",8,22,7,6
"54509","Mmm?","Ross Geller",8,22,7,7
"54510","...were you this irritating?","Rachel Green",8,22,7,8
"54511","Wow!","Ross Geller",8,22,7,9
"54512","Excuse me?!","Rachel Green",8,22,7,10
"54513","Oh nothing. Nothing! Just uh, you've been a little short with me lately. I'm not trying to irritate you.","Ross Geller",8,22,7,11
"54514","Well then you just must have a natural talent for it.","Rachel Green",8,22,7,12
"54515","Y'know what? The doctor will be in soon, why don't we not speak until then.","Ross Geller",8,22,7,13
"54516","Okay. Seriously, breathe louder Ross! That's great!","Rachel Green",8,22,7,14
"54517","Y'know we should probably ask the doctor if she even knows how to deliver a baby that's half human and half pure evil!","Ross Geller",8,22,7,15
"54518","(Dr. Long enters.)","Scene Directions",8,22,7,16
"54519","Hi Dr. Long, how are you?","Rachel Green",8,22,7,17
"54520","Oh, you're nice to her.","Ross Geller",8,22,7,18
"54521","She has the drugs!","Rachel Green",8,22,7,19
"54522","We'll do a quick check.","Dr. Long",8,22,7,20
"54523","Okay.","Rachel Green",8,22,7,21
"54524","So, eight days late huh?","Dr. Long",8,22,7,22
"54525","Yeah.","Rachel Green",8,22,7,23
"54526","You must be a little uncomfortable.","Dr. Long",8,22,7,24
"54527","Eh, just a tad.","Rachel Green",8,22,7,25
"54528","You're about 80 percent effaced, so you're on your way. It still could last a little while longer. If you're anxious there are a few ways to help things along.","Dr. Long",8,22,7,26
"54529","Do them!!","Ross Geller",8,22,7,27
"54530","Actually, they're things you can do. Just some home remedies, but in my experience I've found that some of them are quite effective.","Dr. Long",8,22,7,28
"54531","Well, we are ready to try anything.","Rachel Green",8,22,7,29
"54532","Okay, there's an herbal tea you can drink.","Dr. Long",8,22,7,30
"54533","Okay.","Rachel Green",8,22,7,31
"54534","You can take some caster oil, there's eating spicy foods...","Dr. Long",8,22,7,32
"54535","Great! We will do all of those.","Rachel Green",8,22,7,33
"54536","...taking a long walk, and then there's the one that's proved most effective: sex.","Dr. Long",8,22,7,34
"54537","(Rachel turns and looks at Ross.)","Scene Directions",8,22,7,35
"54538","You've got to be kidding me!","Ross Geller",8,22,7,36
"54539","[Scene: Joey's Premiere, the movie is ending and it takes the applause to wake up Chandler.]","Scene Directions",8,22,8,1
"54540","Good job Joe! Well done! Top notch!","Chandler Bing",8,22,8,2
"54541","You liked it? You really liked it?","Joey Tribbiani",8,22,8,3
"54542","Oh-ho-ho, yeah!","Chandler Bing",8,22,8,4
"54543","Which part exactly?","Joey Tribbiani",8,22,8,5
"54544","The whole thing! Can we go?","Chandler Bing",8,22,8,6
"54545","Oh no-no-no, give me some specifics.","Joey Tribbiani",8,22,8,7
"54546","I love the specifics, the specifics were the best part!","Chandler Bing",8,22,8,8
"54547","Hey, what about the scene with the kangaroo? Did-did you like that part?","Joey Tribbiani",8,22,8,9
"54548","I was surprised to see a kangaroo in a World War I epic.","Chandler Bing",8,22,8,10
"54549","You fell asleep!! There was no kangaroo! They didn't take any of my suggestions! That's for coming buddy. I'll see you later.","Joey Tribbiani",8,22,8,11
"54550","Don't go! I'm sorry. I'm so sorry! Look! This guy fell asleep! He fell asleep too! Be mad at him! Or, call an ambulance.","Chandler Bing",8,22,8,12
"54551","[Scene: Central Perk, Ross and Rachel are there as Phoebe and Monica enter.]","Scene Directions",8,22,9,1
"54552","Hey!","Monica Geller",8,22,9,2
"54553","Hey.","Ross Geller",8,22,9,3
"54554","Hi!","Rachel Green",8,22,9,4
"54555","What did the doctor say? Any news on when the baby will come?","Monica Geller",8,22,9,5
"54556","No. But she did give us some ideas on how to induce labor.","Rachel Green",8,22,9,6
"54557","Yeah, we tried them all. We went for a walk, uh we tried a special tea, caster oil, spicy food nothing has worked.","Ross Geller",8,22,9,7
"54558","Well, there is one thing that we haven't tried, but someone thinks that, ""That will open up a can of worms.""","Rachel Green",8,22,9,8
"54559","Well what is it? What is it? If it's gonna help bring the baby here, like today. I mean, I think you should do it.","Monica Geller",8,22,9,9
"54560","It's sex.","Ross Geller",8,22,9,10
"54561","Do it!","Monica Geller",8,22,9,11
"54562","Monica!","Ross Geller",8,22,9,12
"54563","I'm just saying it's been a really long time for you. I mean, women have needs. Do it, get yours!","Monica Geller",8,22,9,13
"54564","Oh I-I don't know about that. No, I think that if the two of you had sex the-the-the repercussions would be catastrophic.","Phoebe Buffay",8,22,9,14
"54565","All right, let's be practical, if Ross isn't willing to do it, he's not the only guy in the world you can have sex with. You can borrow Chandler-Chandler is good!","Monica Geller",8,22,9,15
"54566","Monica, what is the matter with you?","Ross Geller",8,22,9,16
"54567","Nothing. I just want the baby to be born today.","Monica Geller",8,22,9,17
"54568","Why? Why today?","Rachel Green",8,22,9,18
"54569","Okay fine! I keep betting Phoebe that you're gonna have the baby and I don't want to lose again!","Monica Geller",8,22,9,19
"54570","What?! While she's been going through this hell, you've been making money?! You're betting on your friend staying in this misery?!","Ross Geller",8,22,9,20
"54571","I'll take that bet.","Rachel Green",8,22,9,21
"54572","What?!","Ross Geller",8,22,9,22
"54573","Well, I'm miserable here! I might as well make some money out it!","Rachel Green",8,22,9,23
"54574","Can I get some of that action?","Ross Geller",8,22,9,24
"54575","Wait a minute! Now I'm betting against all three of you?","Monica Geller",8,22,9,25
"54576","Oh honey, don't worry. I really do feel like tomorrow's the day.","Rachel Green",8,22,9,26
"54577","Oh, okay!","Monica Geller",8,22,9,27
"54578","(Rachel turns her head to Ross and Phoebe and mouths, ""No way."")","Scene Directions",8,22,9,28
"54579","[Scene: Monica and Chandler's, Chandler is there as Joey enters.]","Scene Directions",8,22,10,1
"54580","Hey! Sleeping beauty!","Joey Tribbiani",8,22,10,2
"54581","Where have you been?! I tried to call you! I want to talk to you! I still feel so bad!","Chandler Bing",8,22,10,3
"54582","Oh no, were you upset? Did you lose sleep?","Joey Tribbiani",8,22,10,4
"54583","I'm so sorry.","Chandler Bing",8,22,10,5
"54584","Uh-huh look, the only reason I can over here was to settle things between us! Okay? You've done a lot for me and my career, I wanted to pay you back so I took you to the premiere but you missed it! Okay, so how much do I owe you?","Joey Tribbiani",8,22,10,6
"54585","What?!","Chandler Bing",8,22,10,7
"54586","Give me a number, I don't want to owe you anything!","Joey Tribbiani",8,22,10,8
"54587","You don't owe me anything, I don't want you money...","Chandler Bing",8,22,10,9
"54588","Ah-ah-ah! We're doing this! Okay, now you got me my first set of head shots. Right, how much were those?","Joey Tribbiani",8,22,10,10
"54589","I don't know, five hundred dollars?","Chandler Bing",8,22,10,11
"54590","Okay, five hundred dollars. What else?","Joey Tribbiani",8,22,10,12
"54591","Well then there was the second set, the infamous booger head shots.","Chandler Bing",8,22,10,13
"54592","Okay, so that's another five hundred. Five hundred and five hundred, that's...","Joey Tribbiani",8,22,10,14
"54593","Do you want a calculator?","Chandler Bing",8,22,10,15
"54594","Please!","Joey Tribbiani",8,22,10,16
"54595","Here!","Chandler Bing",8,22,10,17
"54596","All right, what else?","Joey Tribbiani",8,22,10,18
"54597","Well uh, there was acting classes, stage combat classes, tap classes...","Chandler Bing",8,22,10,19
"54598","Which we're still keeping under our hats!","Joey Tribbiani",8,22,10,20
"54599","Uh then there was that dialect coach who helped you with that play where you needed a southern accent. Which after twenty hours of lessons still came out Jamaican.","Chandler Bing",8,22,10,21
"54600","What the hell are you talking about, ""The south will rise again man.""","Joey Tribbiani",8,22,10,22
"54601","Yes, money well spent!","Chandler Bing",8,22,10,23
"54602","Yeah. Okay, what else? Rent!","Joey Tribbiani",8,22,10,24
"54603","Okay, two, three years of rent, utilities, food...","Chandler Bing",8,22,10,25
"54604","Okay. Okay, so I'm writing you a check for...So you fell asleep during my movie. Big deal right? How do you clear this thing?","Joey Tribbiani",8,22,10,26
"54605","[Scene: Ross and Rachel's, Ross and Rachel are trying the home remedies again.]","Scene Directions",8,22,11,1
"54606","Come on, finish your enchilada.","Ross Geller",8,22,11,2
"54607","Ross I-We tried all the spicy food. It's not working.","Rachel Green",8,22,11,3
"54608","Okay here, have one of these peppers. Oh ha... Oh God! So...so hot! Oh my- By the way, you don't want to touch the pepper and then touch your eye.","Ross Geller",8,22,11,4
"54609","I am feeling nothing. Speaking of hot, watching you do that really makes me want to have sex with you.","Rachel Green",8,22,11,5
"54610","Stop it.","Ross Geller",8,22,11,6
"54611","Oh come on Ross, why are we wasting our time with this other stuff?! We know what's gonna work! It's doctor recommended!","Rachel Green",8,22,11,7
"54612","I'm sorry, but we have to have some boundaries! My God, I'm dying.","Ross Geller",8,22,11,8
"54613","Oh come on Ross, we've done it before we'll do it again, it'll be a nice way to bookend the pregnancy.","Rachel Green",8,22,11,9
"54614","This is insane, I'm not gonna make love to you just so that you'll go into labor.","Ross Geller",8,22,11,10
"54615","Make love? What are you a girl?","Rachel Green",8,22,11,11
"54616","Always a great way to get in a man's pants.","Ross Geller",8,22,11,12
"54617","But you will, you will be performing a service. Okay? Just-just think of me as a ketchup bottle, y'know you sometimes you have to bang on the end of it just to get something to come out.","Rachel Green",8,22,11,13
"54618","I love when you talk dirty to me.","Ross Geller",8,22,11,14
"54619","Oh, I know it. You're right. That's not sexy. Oh...Oh! Whoops! Oh, I seem to have dropped my fork. Let me just bed over and get it. Oh God!","Rachel Green",8,22,11,15
"54620","Okay enough! This is, this is not going to happen.","Ross Geller",8,22,11,16
"54621","Come on Ross! I'm miserable here! Come on! You started this, now you finish it! Come on wuss, make love to me.","Rachel Green",8,22,11,17
"54622","Y'know what?","Ross Geller",8,22,11,18
"54623","What?!","Rachel Green",8,22,11,19
"54624","Forget it.","Ross Geller",8,22,11,20
"54625","Oh wow! What now Ross you're not gonna talk? How on earth will you ever annoy me? Oh wait a minute, I know. I mean you'd think the damn jalepeno would've cleared up your sinuses, but no!! That's not enough... What are you doing?!","Rachel Green",8,22,11,21
"54626","I'm getting that baby out of you!","Ross Geller",8,22,11,22
"54627","(They kiss again.)","Scene Directions",8,22,11,23
"54628","Oh God!","Rachel Green",8,22,11,24
"54629","Oh, I know.","Ross Geller",8,22,11,25
"54630","Oh no. No-no! I think my water just broke.","Rachel Green",8,22,11,26
"54631","I am good. Okay! Okay! Uh, I got the pillow! I got the bag! You got the keys?","Ross Geller",8,22,11,27
"54632","Okay! I got the keys! Okay! Okay!","Rachel Green",8,22,11,28
"54633","Hey!","Ross Geller",8,22,11,29
"54634","Yeah.","Rachel Green",8,22,11,30
"54635","We're having a baby.","Ross Geller",8,22,11,31
"54636","(They hug and then kiss one more time.)","Scene Directions",8,22,11,32
"54637","I didn't uh, really have time to read this part of the books, but do you think we have time to...","Rachel Green",8,22,11,33
"54638","Not so much.","Ross Geller",8,22,11,34
"54639","Okay.","Rachel Green",8,22,11,35
"54640","[Scene: Monica and Chandler's, Monica is paying Phoebe.]","Scene Directions",8,22,12,1
"54641","Two hundred.","Monica Geller",8,22,12,2
"54642","Thank you!","Phoebe Buffay",8,22,12,3
"54643","That's it. I'm done. I don't care when the baby comes, no more betting.","Monica Geller",8,22,12,4
"54644","Okay.","Phoebe Buffay",8,22,12,5
"54645","(The phone rings and Monica answers it.)","Scene Directions",8,22,12,6
"54646","Hello? Uh-huh. Uh-huh. Okay. I guess we can bet one more time.","Monica Geller",8,22,12,7
"54647","Is Rachel having the baby?","Phoebe Buffay",8,22,12,8
"54648","How did you know that?! Joey! Chandler!! It's time!","Monica Geller",8,22,12,9
"54649","They're at the coffeehouse.","Phoebe Buffay",8,22,12,10
"54650","You know everything!! Oh wait, double or nothing. I bet you the baby is over seven pounds. I bet you it has hair. I bet you it's a girl.","Monica Geller",8,22,12,11
"54651","We know it's a girl!","Phoebe Buffay",8,22,12,12
"54652","I'll give you really good odds.","Monica Geller",8,22,12,13
"54653","End","Scene Directions",8,22,12,14
"54654","[Scene: The Hospital, Ross and Rachel, who's in a wheelchair, are arriving in the waiting room for the maternity ward.]","Scene Directions",8,23,1,1
"54655","All right! Yes!! From home to the hospital in under seven minutes! We did it!!","Ross Geller",8,23,1,2
"54656","Yes, the hard part is truly over.","Rachel Green",8,23,1,3
"54657","No, but come on, we're off to a great start aren't we? I knew I'd get you here fast, but this has got to be some kind of a record!","Ross Geller",8,23,1,4
"54658","(Phoebe and Monica walk in from getting some coffee.)","Scene Directions",8,23,1,5
"54659","Oh you made it!","Phoebe Buffay",8,23,1,6
"54660","Hi!","Rachel Green",8,23,1,7
"54661","How are you doing?","Monica Geller",8,23,1,8
"54662","Wait a minute! How-how the hell did you beat us here?","Ross Geller",8,23,1,9
"54663","We took a cab. Did you guys walk?","Monica Geller",8,23,1,10
"54664","N... No! We took a cab too, but I did test runs!","Ross Geller",8,23,1,11
"54665","(Chandler and Joey enter from the vending machines carrying sodas.)","Scene Directions",8,23,1,12
"54666","Hi!","Chandler Bing",8,23,1,13
"54667","Hey! You made it!","Joey Tribbiani",8,23,1,14
"54668","Okay is there...some kind of magic tunnel to this hospital?!","Ross Geller",8,23,1,15
"54669","Ross, you stay here and talk, I'm gonna go have a baby.","Rachel Green",8,23,1,16
"54670","Okay. Okay. Umm hi, this is Rachel Green. I'm Ross Geller. We-we called from the car.","Ross Geller",8,23,1,17
"54671","Right! We have a semi-private labor room waiting for you. So in just a minute...","Nurse",8,23,1,18
"54672","Whoa-whoa-whoa-whoa! I'm sorry, semi-private? We , we asked for a private room.","Rachel Green",8,23,1,19
"54673","Yes, I see that here. Unfortunately we can't guarantee a private room and currently they're all unavailable.","Nurse",8,23,1,20
"54674","Man, if only you'd gotten here sooner.","Chandler Bing",8,23,1,21
"54675","I'm sorry. Semi-private rooms are all we have.","Nurse",8,23,1,22
"54676","Okay. Just give us a second. Ross!","Rachel Green",8,23,1,23
"54677","Yeah?","Ross Geller",8,23,1,24
"54678","Give her some money.","Rachel Green",8,23,1,25
"54679","I really think they're out of rooms.","Ross Geller",8,23,1,26
"54680","They're not!! Ross, they're just saving them for the important people!! Okay?! What-what if I was the president?!","Rachel Green",8,23,1,27
"54681","Well then we'd be in a lot of trouble, you don't know where any countries are. Okay. Uh, say would you umm... Would you mind checking again to see if any umm, private rooms may have opened up?","Ross Geller",8,23,1,28
"54682","This is a hospital.","Nurse",8,23,1,29
"54683","Okay. Y'know what? I'd have to say I really don't care for your tone. And this is not the only hospital in this city and we have no problem to-Whoa! Oh gosh! Whoa!","Rachel Green",8,23,1,30
"54684","What-what?","Ross Geller",8,23,1,31
"54685","Ow! Ow! Contraction. Ow-ow! Ow-ow!","Rachel Green",8,23,1,32
"54686","Would you like to see a semi-private room?","Nurse",8,23,1,33
"54687","Yeah, it couldn't hurt to look.","Rachel Green",8,23,1,34
"54688","[Scene: The Semi-Private Labor Room, Rachel is in bed, Ross is fooling around, and Dr. Long is checking on Rachel.]","Scene Directions",8,23,2,1
"54689","Well you're only two centimeters dilated and we need to get to ten. It'll be a while.","Dr. Long",8,23,2,2
"54690","Oh, okay.","Rachel Green",8,23,2,3
"54691","I'll be back in an hour to check you again.","Dr. Long",8,23,2,4
"54692","Thank you.","Ross Geller",8,23,2,5
"54693","Thank you. Well, I guess we have some time to kill.","Rachel Green",8,23,2,6
"54694","Yeah, guess so. Whew! Check these out! Never done this before.","Ross Geller",8,23,2,7
"54695","Yeah well it looks great!","Rachel Green",8,23,2,8
"54696","(A nurse shows another couple into the room.)","Scene Directions",8,23,2,9
"54697","Thank you very much.","Man",8,23,2,10
"54698","Thanks.","Woman",8,23,2,11
"54699","(They stop when they see Ross who has to struggle to get out of the bed.)","Scene Directions",8,23,2,12
"54700","Hi! Hi, I'm uh Ross. I'm here to ruin this magical day for you.","Ross Geller",8,23,2,13
"54701","Oh no-no, not at all.","Man",8,23,2,14
"54702","Don't worry about it.","Woman",8,23,2,15
"54703","Marc Coreger, this is my wife Julie.","Man",8,23,2,16
"54704","Hi Julie.","Ross Geller",8,23,2,17
